resolution_key,entry,form,pdf_page,style,previous_line_id,next_line_id,left_fragment,right_fragment,printed,joined_candidate,hyphenated_candidate,previous_line_text,next_line_text,llm_suggestion,llm_resolved_text,llm_confidence,approved_resolution,review_status,notes
p0933-l0042|p0933-l0043|curry|board,sengkal,sengkalan,933,roman,p0933-l0042,p0933-l0043,curry,board,curry- board,curryboard,curry-board,ground or crushed. seperti – tak sudah like an unfinished curry-,"board, ugly and unsightly. ",preserve_hyphen,curry-board,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0934-l0080|p0934-l0081|yogyakarta|surakarta,senja,senja,934,roman,p0934-l0080,p0934-l0081,Yogyakarta,Surakarta,Yogyakarta- Surakarta,YogyakartaSurakarta,Yogyakarta-Surakarta,– Utama the express train between Jakarta and Yogyakarta-,Surakarta. berebut – (M) darkness fell.,preserve_hyphen,Yogyakarta-Surakarta,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0935-l0029|p0935-l0030|ketidak|sénsitifan,sénsitif,sénsitif,935,bold_italic,p0935-l0029,p0935-l0030,ketidak,sénsitifan,ketidak- sénsitifan,ketidaksénsitifan,ketidak-sénsitifan,sénsitif and sénsitip (D) sensitive. tidak – insensitive. ketidak-,sénsitifan insensitivity.,preserve_hyphen,ketidak-sénsitifan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0937-l0038|p0937-l0039|pesépak|bola,sépak,sépak,937,bold_italic,p0937-l0038,p0937-l0039,pesépak,bola,pesépak- bola,pesépakbola,pesépak-bola,honest. – bola soccer. bersépak-bola to play soccer. pesépak-,bola soccer-player. persépak-bolaan (mod) soccer. dunia ~ ,remove_hyphen,pesépakbola,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0937-l0071|p0937-l0072|ketidak|sepakatan,sepakat,sepakat,937,bold_italic,p0937-l0071,p0937-l0072,ketidak,sepakatan,ketidak- sepakatan,ketidaksepakatan,ketidak-sepakatan,will be beneficial to both parties. tidak – to disagree. ketidak-,sepakatan disagreement.,preserve_hyphen,ketidak-sepakatan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0939-l0109|p0939-l0110|menyerah|pakaikan,serah,serah,939,bold_italic,p0939-l0109,p0939-l0110,menyerah,pakaikan,menyerah- pakaikan,menyerahpakaikan,menyerah-pakaikan,nyata physical delivery. – pakai surrender for use. menyerah-,pakaikan to surrender s.t. for use. – terima transfer (of a ,preserve_hyphen,menyerah-pakaikan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0941-l0070|p0941-l0071|kekurang|serasian,serasi,serasi,941,bold_italic,p0941-l0070,p0941-l0071,kekurang,serasian,kekurang- serasian,kekurangserasian,kekurang-serasian,harmonious relationship. kurang – unharmonious. kekurang-,serasian lack of harmony. tidak – inharmonious. ketidak- ,preserve_hyphen,kekurang-serasian,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0942-l0119|p0942-l0120|fund|granting,seret,menyeretkan,942,roman,p0942-l0119,p0942-l0120,fund,granting,fund- granting,fundgranting,fund-granting,beri pinjaman. The confrontational climate between fund-,granting sources and creditors will block the flow of funds from ,preserve_hyphen,fund-granting,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0946-l0027|p0946-l0028|button|flower,serunai,serunai,946,roman,p0946-l0027,p0946-l0028,button,flower,button- flower,buttonflower,button-flower,"serunai III k.o. plant, Wedelia montana. – laut a yellow button-","flower, Wedelia biflora.",preserve_hyphen,button-flower,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0946-l0060|p0946-l0061|battery|charging,sérvis,sérvis,946,roman,p0946-l0060,p0946-l0061,battery,charging,battery- charging,batterycharging,battery-charging,tuan? ( prostitute’s invitation) Want some sex? – aki battery-,charging service. ,preserve_hyphen,battery-charging,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0952-l0084|p0952-l0085|bersiap|lengkap,siap,siap,952,bold_italic,p0952-l0084,p0952-l0085,bersiap,lengkap,bersiap- lengkap,bersiaplengkap,bersiap-lengkap,rahkan ready for delivery. – ditanam ready to plant. bersiap-,lengkap on the alert. – édar ready to distribute. – muat ready to ,preserve_hyphen,bersiap-lengkap,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0955-l0106|p0955-l0107|give|and,sikap,sikap,955,roman,p0955-l0106,p0955-l0107,give,and,give- and,giveand,give-and,tion. membuang – to pass o.s. off as dashing. – berterima a give-,and-take attitude. – berlebih-lebihan overreacting. – buatan a ,preserve_hyphen,give-and,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0956-l0016|p0956-l0017|snowy|browed,sikatan,sikatan,956,roman,p0956-l0016,p0956-l0017,snowy,browed,snowy- browed,snowybrowed,snowy-browed,"spp. – belang little pied flycatcher, Ficedula sp. – bodoh snowy-","browed flycatcher, Ficedula hyperthyra. – burik gray-spotted/ ",preserve_hyphen,snowy-browed,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0957-l0083|p0957-l0084|sanak|saudara,silaturahmi,bersilaturahmi,957,italic,p0957-l0083,p0957-l0084,sanak,saudara,sanak- saudara,sanaksaudara,sanak-saudara,friendly (with). Keluarga kami tidak pernah ~ dengan sanak-,saudara. Our family has never entered into ties of friendship ,preserve_hyphen,sanak-saudara,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0959-l0077|p0959-l0078|kesimpang|siuran,simpang,simpang,959,bold_italic,p0959-l0077,p0959-l0078,kesimpang,siuran,kesimpang- siuran,kesimpangsiuran,kesimpang-siuran,~ tak keruan. His story was terribly complicated. kesimpang-,"siuran confusion, complication, mess. persimpang-siuran 1 ",preserve_hyphen,kesimpang-siuran,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0966-l0071|p0966-l0072|in|fixation,sisip,penyisipan,966,roman,p0966-l0071,p0966-l0072,in,fixation,in- fixation,infixation,in-fixation,"	 penyisipan 1 insertion, interpolation, interleaving. 2 (gram) in-",fixation.,preserve_hyphen,in-fixation,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0968-l0060|p0968-l0061|golkar|oriented,SKM,SKM,968,roman,p0968-l0060,p0968-l0061,Golkar,oriented,Golkar- oriented,Golkaroriented,Golkar-oriented,SKM II [Suara Karya Minggu] Sunday edition of the Golkar-,oriented newspaper Suara Karya.,preserve_hyphen,Golkar-oriented,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0971-l0139|p0971-l0140|of|a,somprét,somprét,971,roman,p0971-l0139,p0971-l0140,of,a,of- a,ofa,of-a,"somprét (J) dammit! –, lu! Damn you! – betul orang itu! that son-of-",a-gun!,preserve_hyphen,of-a,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0976-l0116|p0976-l0117|ketidak|stabilan,stabil,stabil,976,bold_italic,p0976-l0116,p0976-l0117,ketidak,stabilan,ketidak- stabilan,ketidakstabilan,ketidak-stabilan,"to/against. tidak – unstable, volatile. tidak – unstable. ketidak-",stabilan instability.,preserve_hyphen,ketidak-stabilan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0981-l0064|p0981-l0065|post|dawn,subuh,subuh,981,roman,p0981-l0064,p0981-l0065,post,dawn,post- dawn,postdawn,post-dawn,"period of time right after dawn, about 5 to 6 a.m. – gajah post-",dawn period.,preserve_hyphen,post-dawn,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0983-l0135|p0983-l0136|me|nyujud,sujud,sujud,983,bold_italic,p0983-l0135,p0983-l0136,me,nyujud,me- nyujud,menyujud,me-nyujud,age. – tawakal to prostrate o.s. in resignation to God’s will. me-,nyujud-tawakalkan to resign to the will of God.,remove_hyphen,menyujud,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0988-l0137|p0988-l0138|menyunat|rasulkan,sunat,sunat,988,bold_italic,p0988-l0137,p0988-l0138,menyunat,rasulkan,menyunat- rasulkan,menyunatrasulkan,menyunat-rasulkan,kang – circumciser. – rasul circumcision; → SUNAH. menyunat-,rasulkan 1 to circumcise. 2 to prescribe as s.t. meritorious in ,preserve_hyphen,menyunat-rasulkan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0989-l0034|p0989-l0035|metal|bound,sundang,sundang,989,roman,p0989-l0034,p0989-l0035,metal,bound,metal- bound,metalbound,metal-bound,"sundang a Buginese sword, often wavy in shape, with a metal-",bound cockatoo-shaped hilt.,preserve_hyphen,metal-bound,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0993-l0028|p0993-l0029|poison|pen,surat,surat,993,roman,p0993-l0028,p0993-l0029,poison,pen,poison- pen,poisonpen,poison-pen,"certificate of registry. – layang (Mal) anonymous letter, poison-",pen letter. – légitimasi proof of identity. – lélang notice of auc,preserve_hyphen,poison-pen,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0993-l0098|p0993-l0099|thank|you,surat,surat,993,roman,p0993-l0098,p0993-l0099,thank,you,thank- you,thankyou,thank-you,declaration from the parents. – pernyataan terima kasih thank-,you letter. – persaksian hidup life certificate. – persetujuan ,preserve_hyphen,thank-you,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p0994-l0085|p0994-l0086|kepenyu|ruh,suruh,suruh,994,bold_italic,p0994-l0085,p0994-l0086,kepenyu,ruh,kepenyu- ruh,kepenyuruh,kepenyu-ruh,"suruh I order, tell (s.o. to do s.t.). – laku have s.o. do s.t. kepenyu-",ruh-lakuan causing s.o. to perform a criminal act. ,remove_hyphen,kepenyuruh,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p0995-l0029|p0995-l0030|hand|microscope,suryakanta,suryakanta,995,roman,p0995-l0029,p0995-l0030,hand,microscope,hand- microscope,handmicroscope,hand-microscope,suryakanta (Skr) 1 burning glass. 2 magnifying glass. 3 hand-,microscope.,preserve_hyphen,hand-microscope,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1002-l0138|p1002-l0139|tractor|towed,tabur,penabur,1002,roman,p1002-l0138,p1002-l0139,tractor,towed,tractor- towed,tractortowed,tractor-towed,"	 penabur 1 sower, spreader. 2 seeder. ~ benih an automatic tractor-",towed seeder. 3 small pellets/bullets.,preserve_hyphen,tractor-towed,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1004-l0040|p1004-l0041|faé|dahnya,-tah,-tah,1004,italic,p1004-l0040,p1004-l0041,faé,dahnya,faé- dahnya,faédahnya,faé-dahnya,-tah interrogative suffix expressing doubt or wonder. Apatah faé-,"dahnya? What use is it, I wonder? Initah gambarannya? Is this ",remove_hyphen,faédahnya,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1005-l0076|p1005-l0077|ber|tahi,tahi,tahi,1005,bold_italic,p1005-l0076,p1005-l0077,ber,tahi,ber- tahi,bertahi,ber-tahi,"– kuping earwax. – lalat a) birthmark. b) freckles, mole. ber-",tahi lalat with a birthmark. – mata mucus at corners of eyes. ,preserve_hyphen,ber-tahi,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1005-l0137|p1005-l0138|ketidak|tahuan,tahu,tahu,1005,bold_italic,p1005-l0137,p1005-l0138,ketidak,tahuan,ketidak- tahuan,ketidaktahuan,ketidak-tahuan,saja not to bother about a thing. tidak – ignorant. ketidak-,tahuan ignorance. – ada saja leave it to me! – adanya to be sure ,preserve_hyphen,ketidak-tahuan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1009-l0026|p1009-l0027|double|spotted,talang,talang,1009,roman,p1009-l0026,p1009-l0027,double,spotted,double- spotted,doublespotted,double-spotted,"talang I ikan – a) horse mackerel, Chorinemus, spp. b) (double-","spotted) queen fish, Scomberoides lysan.",preserve_hyphen,double-spotted,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1014-l0060|p1014-l0061|penan|datangan,tanda,tanda,1014,bold_italic,p1014-l0060,p1014-l0061,penan,datangan,penan- datangan,penandatangan,penan-datangan,di bawah ini the undersigned. menandatangani to sign. penan-,"datangan signatory, signer. penandatanganan signing. – tanya ",preserve_hyphen,penan-datangan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1016-l0078|p1016-l0079|menanggung|deritakan,tanggung,tanggung,1016,bold_italic,p1016-l0078,p1016-l0079,menanggung,deritakan,menanggung- deritakan,menanggungderitakan,menanggung-deritakan,care of s.t. b) Leave it to me! – derita suffering. menanggung-,"deritakan to suffer, endure. – gugat accountability. bertang-",preserve_hyphen,menanggung-deritakan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1017-l0096|p1017-l0097|menangkup|telentangkan,tangkup,tangkup,1017,bold_italic,p1017-l0096,p1017-l0097,menangkup,telentangkan,menangkup- telentangkan,menangkuptelentangkan,menangkup-telentangkan,"and over, back and forth, turning over and over. menangkup-","telentangkan to turn s.t. over in one’s mind, consider.",preserve_hyphen,menangkup-telentangkan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1018-l0058|p1018-l0059|prasang|kaan,tanpa,tanpa,1018,bold_italic,p1018-l0058,p1018-l0059,prasang,kaan,prasang- kaan,prasangkaan,prasang-kaan,"ment, impromptu. – prasangka unprejudiced. ketanpa-prasang-",kaan lack of prejudice. – ragu-ragu unhesitatingly. – sepatu ,remove_hyphen,prasangkaan,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1019-l0026|p1019-l0027|berbau|kah,tapak,tapak,1019,italic,p1019-l0026,p1019-l0027,berbau,kah,berbau- kah,berbaukah,berbau-kah,"has the length of three palms of the hand. cium – tangan, berbau-","kah atau tidak to search one’s own soul. kecil – tangan, nyiru di-",preserve_hyphen,berbau-kah,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1019-l0027|p1019-l0028|di|tadalkan,tapak,tapak,1019,italic,p1019-l0027,p1019-l0028,di,tadalkan,di- tadalkan,ditadalkan,di-tadalkan,"kah atau tidak to search one’s own soul. kecil – tangan, nyiru di-",tadalkan wanting to have as much as possible. – ani two parallel ,remove_hyphen,ditadalkan,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1019-l0041|p1019-l0042|menapak|tilasi,tapak,tapak,1019,bold_italic,p1019-l0041,p1019-l0042,menapak,tilasi,menapak- tilasi,menapaktilasi,menapak-tilasi,in s.o.’s footsteps; to repeat s.o. else’s experience. menapak-,tilasi to follow in s.o.’s footsteps. – tukul s.t. barely begun.,preserve_hyphen,menapak-tilasi,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1019-l0078|p1019-l0079|villo|sum,tapak,tapak,1019,italic,p1019-l0078,p1019-l0079,villo,sum,villo- sum,villosum,villo-sum,"kerbau k.o. climbing plant, Bauhinia, spp., Clerodendron villo-","sum. – kuda a) k.o. shrub, beach morning glory, Ipomoea ",remove_hyphen,villosum,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1021-l0003|p1021-l0004|ketidak|menarikan,tarik,menarik,1021,bold_italic,p1021-l0003,p1021-l0004,ketidak,menarikan,ketidak- menarikan,ketidakmenarikan,ketidak-menarikan,"tiveness, charm. tidak ~ uninteresting, unattractive. ketidak-",menarikan lack of attractiveness/charm.,preserve_hyphen,ketidak-menarikan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1026-l0044|p1026-l0045|grand|standing,tébar,tébar,1026,roman,p1026-l0044,p1026-l0045,grand,standing,grand- standing,grandstanding,grand-standing,"tébar I spread, scatter, disperse. – pesona a) flirting. b) grand-",standing.  ,preserve_hyphen,grand-standing,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1032-l0067|p1032-l0068|cross|checking,teliti,penelitian,1032,roman,p1032-l0067,p1032-l0068,cross,checking,cross- checking,crosschecking,cross-checking,laan pilot study. ~ pustaka library research. ~ silang cross-,checking. ~ tanah soil survey. ~ terapan applied research.,preserve_hyphen,cross-checking,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1033-l0041|p1033-l0042|sepen|deritaan,teman,teman,1033,italic,p1033-l0041,p1033-l0042,sepen,deritaan,sepen- deritaan,sependeritaan,sepen-deritaan,sepembuangan fellow exile. – sepemondokan housemate. – sepen-,deritaan fellow sufferer. – seperjalanan traveling companion. ,remove_hyphen,sependeritaan,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1035-l0108|p1035-l0109|peluru|nya,témpél,menémpél,1035,italic,p1035-l0108,p1035-l0109,Peluru,nya,Peluru- nya,Pelurunya,Peluru-nya,"on to cars at red lights. 2 to lodge (in), be implanted (in). Peluru-",nya ~ di témbok. The bullet was lodged in the wall. 3 to patch. 4 ,preserve_hyphen,Peluru-nya,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1036-l0096|p1036-l0097|penemu|kenalan,temu,temu,1036,bold_italic,p1036-l0096,p1036-l0097,penemu,kenalan,penemu- kenalan,penemukenalan,penemu-kenalan,"nize. 2 to become familiar with, familiarize o.s. with. penemu-","kenalan familiarization. – muka reunion, face-to-face meeting. ",preserve_hyphen,penemu-kenalan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1037-l0140|p1037-l0141|mengetengah|kan,tengah,tengah,1037,bold,p1037-l0140,p1037-l0141,mengetengah,kan,mengetengah- kan,mengetengahkan,mengetengah-kan,get between (two people fighting). 2 to interrupt. mengetengah-,"kan 1 to present, set forth, cite. 2 to subpoena, summon.",remove_hyphen,mengetengahkan,low,remove_hyphen,approved,LLM draft: a short unattested fragment in a bold form looks like a syllabic line break; review this morphology. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1042-l0046|p1042-l0047|diper|buat,terang,keterangan,1042,italic,p1042-l0046,p1042-l0047,diper,buat,diper- buat,diperbuat,diper-buat,sion/accounting (of events). atas ~ tersebut di atas akte ini diper-,buat oléh saya in witness whereof this instrument has been drawn ,preserve_hyphen,diper-buat,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1042-l0108|p1042-l0109|self|deprecating,teratak,teratak,1042,roman,p1042-l0108,p1042-l0109,self,deprecating,self- deprecating,selfdeprecating,self-deprecating,"teratak 1 hut, temporary structure. 2 hamlet. 3 house (self-",deprecating).,remove_hyphen,selfdeprecating,low,remove_hyphen,approved,LLM draft: same-style italic/small-cap text at a column wrap is more likely a split word or name; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1044-l0006|p1044-l0007|tanggungjawab|nya,terima,menerima,1044,italic,p1044-l0006,p1044-l0007,tanggungjawab,nya,tanggungjawab- nya,tanggungjawabnya,tanggungjawab-nya,up one’s duties. ~ jabatan baru yang lebih berat tanggungjawab-,nya to take up a new function with greater responsibility. 7 (mil) ,preserve_hyphen,tanggungjawab-nya,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1045-l0124|p1045-l0125|ketidak|terusterangan,terus,terus,1045,bold_italic,p1045-l0124,p1045-l0125,ketidak,terusterangan,ketidak- terusterangan,ketidakterusterangan,ketidak-terusterangan,"est. keterus-terangan frankness, candor, honesty. ketidak-","terusterangan dishonesty, lack of candidness.",preserve_hyphen,ketidak-terusterangan,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1048-l0032|p1048-l0033|terke|dah,tidur,tidur,1048,italic,p1048-l0032,p1048-l0033,terke,dah,terke- dah,terkedah,terke-dah,side. – terbungkung to sleep in a stretched out position. – terke-,dah to sleep on one’s back with legs spread apart.,preserve_hyphen,terke-dah,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1049-l0126|p1049-l0127|bertimbal|balik,timbal,timbal,1049,bold_italic,p1049-l0126,p1049-l0127,bertimbal,balik,bertimbal- balik,bertimbalbalik,bertimbal-balik,on both sides. perdagangan – balik countertrade. bertimbal-,"balik mutual, reciprocal, on both sides/parts. menimbal-ba-",preserve_hyphen,bertimbal-balik,high,preserve_hyphen,approved,LLM draft: repeated/overlapping Indonesian form. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1050-l0003|p1050-l0004|menimbang|terimakan,timbang,timbang,1050,bold_italic,p1050-l0003,p1050-l0004,menimbang,terimakan,menimbang- terimakan,menimbangterimakan,menimbang-terimakan,office. bertimbang terima to make a transfer. menimbang-,"terimakan to transfer, hand over (power, etc.). – tunai C.O.D.",preserve_hyphen,menimbang-terimakan,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1051-l0038|p1051-l0039|menindak|lanjuti,tindak,tindak,1051,bold_italic,p1051-l0038,p1051-l0039,menindak,lanjuti,menindak- lanjuti,menindaklanjuti,menindak-lanjuti,"duct, demeanor. – lanjut continuation, follow-up. menindak-","lanjuti to follow up on, take the next step on. – kejahatan a ",preserve_hyphen,menindak-lanjuti,low,preserve_hyphen,approved,LLM draft: bold headword morphology may intentionally retain a hard hyphen; review this row. Initial draft accepted by the user; edit this row and rebuild if correction is needed.
p1052-l0038|p1052-l0039|of|date,tinggal,ketinggalan,1052,roman,p1052-l0038,p1052-l0039,of,date,of- date,ofdate,of-date,	 ketinggalan 1 left behind. jauh ~ left far behind. ~ zaman out-of-,"date, behind the times, passé. tak ~ not precluded/omitted. 2 ",preserve_hyphen,of-date,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1053-l0036|p1053-l0037|sesame|seed,tingting,tingting,1053,roman,p1053-l0036,p1053-l0037,sesame,seed,sesame- seed,sesameseed,sesame-seed,tingting II sugared beets. – jahé ginger candy. – wijén k.o. sesame-,seed brittle.,preserve_hyphen,sesame-seed,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
p1054-l0113|p1054-l0114|ko|manya,titik,titik,1054,italic,p1054-l0113,p1054-l0114,ko,manya,ko- manya,komanya,ko-manya,break-even point. – koma semicolon. tidak karuan/ tentu – ko-,manya hard to figure out. – kumpul accumulation point. – layu ,preserve_hyphen,ko-manya,medium,preserve_hyphen,approved,"LLM draft: both sides are independently attested elsewhere in the PDF corpus, favoring a lexical hyphen. Initial draft accepted by the user; edit this row and rebuild if correction is needed."
